Campaign Name,Date,Datasource
MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-12-23,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-11-18,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-18,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-21,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-01,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-10-30,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-04-03,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-03,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-24,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-27,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_POPTARTS_SEASONAL_ESLOQUEES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-16,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-18,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-10-09,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-02,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-05-23,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-11,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-11,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_RECOVERYPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2020-11-06,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-04-15,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-04-15,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_RECOVERYPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2020-11-09,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-12,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-12,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-10-20,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-01,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-18,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-23,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-02,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-05-23,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-10,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2020_DOM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-10-29,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-04,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-04,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-23,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-06-25,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-19,Facebook Ads Insights
MCMMIA_2020_ECU_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-23,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-13,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-26,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-20,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-12-23,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_FAMILYBREAKFAST,2020-05-12,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST,2020-04-24,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-24,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-11-23,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-18,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-21,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-10-30,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-04-03,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-03,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-14,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-24,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DONATIVOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-13,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-15,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-05-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-03,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_POPTARTS_SEASONAL_ESLOQUEES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-16,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-18,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-09-04,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-05-22,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-05-22,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-02-05,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-05,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,2020-02-06,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-05-23,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-11,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-11,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-14,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-05-08,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-05-08,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RECOVERYPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2020-11-06,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-04-13,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-04-13,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_RECOVERYPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2020-11-09,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-01,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-05-11,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-11,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_ZUCARITAS_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-08,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-12,Facebook Ads Insights
MCMMIA_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_DONATIVOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-13,Facebook Ads Insights
MCMMIA_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-30,Facebook Ads Insights
MCMMIA_2020_HND_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-04,Facebook Ads Insights
MCMMIA_2020_JAM_KELLOGGS_CHEEZIT_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2020-10-09,Facebook Ads Insights
MCMMIA_2020_JAM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_AFTERNOONSNACK,2020-10-09,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-08-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-12-04,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-11-24,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_COVID_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-11-21,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CYMMIT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-11-17,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELMAIZ_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-09-29,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DÍADELPADRE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-06-21,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-06-28,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_INTERNSKELLOGG_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGSYELIMPACTOECONOMICO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-09-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_MEDIOAMBIENTE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-06-05,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NEWTIGERS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-08-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOSMOMENTOSDECONSUMO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-08-19,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_RESILIENCIA_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-12-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_SPIRITDAY_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-15,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_UNDESAYUNOCOMPLETOENTUMESA_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-16,Facebook Ads Insights
