"Campaign Name","Mediaplan","Mediaplan Placement","Current value","Campaign Mp Label"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis - Standard Banners-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPCV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPV","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Google - Reserva-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_Google_Google - Reserva_A lo grande_Affinity Audiences_CPV_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_M&Ms_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Cornershop-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Cornershop_Breakfast for One_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPM","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Google - Reserva-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_Google_Google - Reserva_A lo grande_Affinity Audiences_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Nuevo Año_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Cereal Relevance_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_CIMMYT_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTURE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Kellogg Winning Culture_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Winning Body and Mine_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_ALIMENTOSDECALIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Alimentos de Calidad_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELATIERRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Tierra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Engagement_CPE_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra_Affinity Audiences_CPV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SEEDTAG_FAMILYBREAKFAST_CPM-SEEDTAG","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Seedtag-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Seedtag_Family Breakfast_CPM-Seedtag"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_NT_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Felicidad_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Beneficios Cereal_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Mujer_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Video Views_CPCV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Engagement_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIES_SIZMEK_MID-MORNINGSNACK_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Cookies_Sizmek_Mid-Morning Snack_CPCV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Video Views_CPCV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Freestamp_Facebook_Facebook_Video Views_CPCV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Cornershop-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Freestamp_Cornershop_Breakfast for One_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_HOW2_BREAKFASTFORONE_FIXED-HOW2","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","How2-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Freestamp_How2_Breakfast for One_Fixed-How2"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_ADSMOVIL_BREAKFASTFORONE_CPCV-ADSMOVIL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Adsmovil-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Freestamp_Adsmovil_Breakfast for One_CPCV-Adsmovil"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta Mucho Mas_Affinity Audiences_CPV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_FREESTAMP_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Freestamp_Affinity Audiences_CPV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_FREESTAMP_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Freestamp_Affinity Audiences_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis - Standard Banners-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Freestamp_Sizmek_Breakfast for One_CPV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Cornershop-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Cornershop_Breakfast for One_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook_Website Clicks_CPC_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis - Standard Banners-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Sunmedia-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPCV-Sunmedia"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPV_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_WETRANSFER_FAMILYBREAKFAST_CPM-WETRANSFER","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","WeTransfer-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_WeTransfer_Family Breakfast_CPM-WeTransfer"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis - Standard Banners-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_AZTECA_FAMILYBREAKFAST_FIXED-AZTECA","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Azteca-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Azteca_Family Breakfast_Fixed-Azteca"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra Delice_Affinity Audiences_CPV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Instagram_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook and Instagram_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_REACH_CPM_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Instagram_Reach_CPM_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_INCA_AFTERNOONSNACK_FIXED-INCA","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","INCA-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_INCA_Afternoon Snack_Fixed-INCA"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook and Instagram_Reach_CPM_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Red City GDL_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Equity_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Youtube-MX","","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Facebook and Instagram-MX","","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Always On_Sizmek_Evening Me_CPCV-Xaxis Pre-Roll"
