video_p25_watched_actions.video_view.1d_click,impressions,objective,video_p75_watched_actions.video_view.1d_click,video_thruplay_watched_actions.video_view.7d_click,video_p50_watched_actions.video_view.1d_click,actions.comment.1d_click,country,actions.post_reaction.7d_click,video_thruplay_watched_actions.video_view,actions.post.1d_click,clicks,video_p75_watched_actions.video_view,actions.post_reaction,campaign_name,ad_id,actions.page_engagement,actions.comment.7d_click,adset_id,actions.post.7d_click,adset_name,actions.page_engagement.7d_click,video_30_sec_watched_actions.video_view.1d_click,video_p50_watched_actions.video_view,actions.video_view,actions.link_click,actions.link_click.7d_click,actions.onsite_conversion.post_save.7d_click,campaign_id,video_p25_watched_actions.video_view,actions.link_click.1d_click,ad_name,video_avg_time_watched_actions.video_view.7d_click,video_avg_time_watched_actions.video_view.1d_click,actions.video_view.7d_click,video_p75_watched_actions.video_view.7d_click,actions.post_engagement,video_30_sec_watched_actions.video_view,actions.post_engagement.7d_click,buying_type,actions.comment,actions.landing_page_view.7d_click,video_p50_watched_actions.video_view.7d_click,reach,video_p25_watched_actions.video_view.7d_click,actions.landing_page_view.1d_click,account_currency,actions.landing_page_view,actions.post_reaction.1d_click,actions.video_view.1d_click,video_p100_watched_actions.video_view.7d_click,frequency,video_avg_time_watched_actions.video_view,actions.post,actions.onsite_conversion.post_save,video_30_sec_watched_actions.video_view.7d_click,date_stop,actions.post_engagement.1d_click,account_id,date_start,video_p100_watched_actions.video_view.1d_click,actions.onsite_conversion.post_save.1d_click,video_p100_watched_actions.video_view,video_thruplay_watched_actions.video_view.1d_click,actions.page_engagement.1d_click,spend,account_name,campaign_buying_type,ad_creative_call_to_action_type,ad_creative_object_type,ad_creative_link_url,campaign_stop_time,campaign_start_time,ad_preview_default_url,link,actions.interactive_component_tap.7d_click,actions.interactive_component_tap,actions.interactive_component_tap.1d_click,actions.offsite_conversion.fb_pixel_complete_registration.1d_click,actions.offsite_conversion.fb_pixel_complete_registration,actions.offsite_conversion.fb_pixel_complete_registration.7d_click,actions.photo_view,actions.photo_view.1d_click,actions.photo_view.7d_click,actions.like,actions.like.7d_click,actions.like.1d_click,Campaign Label,Campaign_duplicate,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Vendor,Platform,Objective,Buying Type,Consumption Occasion,video_quartile_25_view,video_views,url,Month,New Buying Type,Country Code,BRL to USD,MXN to USD,Cost in BRL,platform_cost,campaign_label,unified_brand,Datasource,Brand,interactions,Temp Campaign Name,date_copy,date_month,mplan_agency,Campaign Name,date_month,reach_key,campaign_monthly_reach,Country_code,Country_code2,cost_eval,Eval_scale,firstEval_scale,secondEval_scale,Agency_nc,Year_nc,Countrry_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Vendor_nc,Platform_nc,Objective_nc,BuyType_nc,ConssumptionOcasion_nc,datasource_mediaplan,adverity_client_id,adverity_client_name
,121162,BRAND_AWARENESS,,,,,EC,28,,,334,,28,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_FAMILYBREAKFAST,23848088884980151,236,,23848088884940151,,Brand Awareness_P 19 44_PP_Pura Garra_JUL_L13,236,,,,206,206,2,23848088884930151,,206,PP_1_Pura Garra_JUL_L13,,,,,236,,236,AUCTION,0,,,120040,,,USD,,28,,,1.009347,,0,2,,2021-07-28,236,266559634257090,2021-07-28,,2,,,236,53.887733,ZUCARITAS CENAM Miami,AUCTION,,SHARE,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/08882ce994.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Brand Awareness_CPM_Family Breakfast_JUL_L13,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Brand Awareness_CPM_Family Breakfast_JUL_L13,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Brand Awareness,CPM_Family Breakfast_JUL_L13,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/08882ce994.png,7,CPM,EC,5.7,20.96,307.1600781,53.887733,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Brand Awareness_CPM_Family Breakfast_JUL_L13,zucaritas,Facebook Ads Insights,Zucaritas,234,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_FAMILYBREAKFAST,2021-07-28,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_FAMILYBREAKFAST,7,23848088884930151-7,2070160,EC,,,6.28058056357326,5.65186264504443,0.733776007124284,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,BRANDAWARENESS,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,34158,REACH,,,,,EC,,406,,40,509,0,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884960151,1157,,23848088884910151,,Reach_P 13 18_SI_Pura Garra_JUL_L12,25,,741,1132,25,25,,23848088884900151,1780,25,SI_1_Pura Garra_JUL_L12,,,,,1157,406,25,AUCTION,0,,,34158,,,USD,,,,,1,0,0,,,2021-07-24,25,266559634257090,2021-07-24,,,406,,25,16.81,ZUCARITAS CENAM Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,1780,1780,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,7,CPM,EC,5.7,20.96,95.817,16.81,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,25,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,96702,REACH,,,,1,EC,110,,1,367,,110,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884990151,294,1,23848088884970151,1,Reach_P 13 18_PP_Pura Garra_JUL_L12,294,,,,181,181,1,23848088884900151,,181,PP_1_Pura Garra_JUL_L12,,,,,294,,294,AUCTION,1,,,96702,,,USD,,110,,,1,,1,1,,2021-07-24,294,266559634257090,2021-07-24,,1,,,294,47.79,ZUCARITAS CENAM Miami,AUCTION,,SHARE,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,7,CPM,EC,5.7,20.96,272.403,47.79,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,293,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,35735,REACH,,,,,EC,,399,,39,513,0,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884960151,1203,,23848088884910151,,Reach_P 13 18_SI_Pura Garra_JUL_L12,21,,771,1182,21,21,,23848088884900151,1892,21,SI_1_Pura Garra_JUL_L12,,,,,1203,399,21,AUCTION,0,,,35735,,,USD,,,,,1,0,0,,,2021-07-25,21,266559634257090,2021-07-25,,,399,,21,17.35,ZUCARITAS CENAM Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,1892,1892,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,7,CPM,EC,5.7,20.96,98.89500000000001,17.35,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,21,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,98001,REACH,,,,,EC,135,,,409,,135,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884990151,359,,23848088884970151,,Reach_P 13 18_PP_Pura Garra_JUL_L12,359,,,,224,224,,23848088884900151,,224,PP_1_Pura Garra_JUL_L12,,,,,359,,359,AUCTION,0,,,97727,,,USD,,135,,,1.002804,,0,,,2021-07-25,359,266559634257090,2021-07-25,,,,,359,48.06,ZUCARITAS CENAM Miami,AUCTION,,SHARE,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,7,CPM,EC,5.7,20.96,273.942,48.06,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,359,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,30410,REACH,,,,,EC,,350,,26,446,0,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884960151,1077,,23848088884910151,,Reach_P 13 18_SI_Pura Garra_JUL_L12,10,,659,1067,10,10,,23848088884900151,1612,10,SI_1_Pura Garra_JUL_L12,,,,,1077,350,10,AUCTION,0,,,30410,,,USD,,,,,1,0,0,,,2021-07-26,10,266559634257090,2021-07-26,,,350,,10,14.69,ZUCARITAS CENAM Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,1612,1612,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,7,CPM,EC,5.7,20.96,83.733,14.69,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,10,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-26,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,98747,REACH,,,,,EC,135,,,380,,135,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884990151,340,,23848088884970151,,Reach_P 13 18_PP_Pura Garra_JUL_L12,340,,,,202,202,3,23848088884900151,,202,PP_1_Pura Garra_JUL_L12,,,,,340,,340,AUCTION,0,,,97119,,,USD,,135,,,1.016763,,0,3,,2021-07-26,340,266559634257090,2021-07-26,,3,,,340,48.25,ZUCARITAS CENAM Miami,AUCTION,,SHARE,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,7,CPM,EC,5.7,20.96,275.02500000000003,48.25,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,337,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-26,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,29817,REACH,,,,,EC,,337,,30,440,0,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884960151,1060,,23848088884910151,,Reach_P 13 18_SI_Pura Garra_JUL_L12,15,,643,1045,15,15,,23848088884900151,1595,15,SI_1_Pura Garra_JUL_L12,,,,,1060,337,15,AUCTION,0,,,29384,,,USD,,,,,1.014736,0,0,,,2021-07-27,15,266559634257090,2021-07-27,,,337,,15,15.38,ZUCARITAS CENAM Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,1595,1595,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,7,CPM,EC,5.7,20.96,87.66600000000001,15.38,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,15,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-27,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,97973,REACH,,,,,EC,133,,,382,,133,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884990151,337,,23848088884970151,,Reach_P 13 18_PP_Pura Garra_JUL_L12,337,,,,204,204,,23848088884900151,,204,PP_1_Pura Garra_JUL_L12,,,,,337,,337,AUCTION,0,,,95589,,,USD,,133,,,1.02494,,0,,,2021-07-27,337,266559634257090,2021-07-27,,,,,337,50.12,ZUCARITAS CENAM Miami,AUCTION,,SHARE,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1cb196ad92.png,7,CPM,EC,5.7,20.96,285.68399999999997,50.12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,337,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-27,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,23153,REACH,,,,,EC,,303,,25,368,0,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23848088884960151,848,,23848088884910151,,Reach_P 13 18_SI_Pura Garra_JUL_L12,11,,524,837,11,11,,23848088884900151,1358,11,SI_1_Pura Garra_JUL_L12,,,,,848,303,11,AUCTION,0,,,23153,,,USD,,,,,1,1,0,,,2021-07-28,11,266559634257090,2021-07-28,,,303,,11,12.44,ZUCARITAS CENAM Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-09 17:00:29,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,https://www.kellobyte.com/,,,,,,,,,,,,,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,MCMMIA,2021,ECU,Kelloggs,Zucaritas,Seasonal,Pura Garra,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L12,Family breakfast,1358,1358,https://ktbo.datatap.adverity.com/i/8/1a2f65cc85.png,7,CPM,EC,5.7,20.96,70.908,12.44,MCMMIA_2021_ECU_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L12,zucaritas,Facebook Ads Insights,Zucaritas,11,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-28,7,Mediacom,MCMMIA_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23848088884900151-7,686893,EC,,,6.71555306648109,5.77510515947232,0.793688609414657,MCMMIA,2021,ECU,KELLOGGS,ZUCARITAS,SEASONAL,PURAGARRA,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
